56,57,56,57,56,57,56,57,56,57,45,46,45,46,56,57,45,46,56,57,56,57,56,57,56,57,56,57,56,57,56,57
51,52,56,57,51,52,51,52,51,52,53,54,53,54,51,52,53,54,51,52,51,52,51,52,51,52,51,52,51,52,56,57
0,0,56,57,0,0,8,0,0,8,0,0,8,0,0,8,0,5,8,0,0,8,0,0,8,0,0,8,0,0,56,57
0,0,56,57,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,56,57
0,0,56,57,0,0,0,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57
0,0,56,57,0,0,0,0,0,0,0,0,0,61,62,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57
0,0,56,57,0,0,0,0,0,0,0,0,59,60,0,59,60,59,60,0,0,0,0,0,0,0,0,0,0,0,56,57
0,0,51,52,0,0,0,0,0,0,0,0,61,62,0,61,62,61,62,0,0,0,0,0,0,0,0,0,0,0,51,52
0,0,0,0,0,0,59,60,0,0,0,59,60,59,60,59,60,59,60,0,0,0,59,60,59,60,0,0,0,0,0,0
0,0,0,0,0,0,61,62,0,0,0,61,62,61,62,61,62,61,62,0,0,0,61,62,61,62,47,0,0,0,0,0
0,6,0,0,0,59,60,59,60,0,59,60,59,60,59,60,59,60,59,60,0,0,59,60,0,59,60,59,60,0,0,0
0,14,0,0,0,61,62,61,62,47,61,62,61,62,61,62,61,62,61,62,0,47,61,62,0,61,62,61,62,0,0,0
43,44,63,63,43,39,40,36,39,40,36,35,35,38,39,40,37,35,35,36,40,38,36,36,37,38,39,40,38,44,43,44
56,57,56,57,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57,56,57
56,57,56,57,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57,56,57
