56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57
51,48,48,48,48,48,48,48,48,48,48,58,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,52
0,0,0,0,1,8,8,3,0,0,2,5,0,1,0,0,2,0,8,8,0,1,0,0,26,20,20,20,25,8,8,2
0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2
0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2
0,0,0,0,9,20,20,19,20,20,10,0,0,9,20,20,10,0,0,0,0,9,20,20,10,0,0,0,9,20,20,10
0,0,0,0,1,0,0,3,0,0,2,0,0,21,0,0,2,0,0,0,0,21,0,0,2,0,0,0,12,0,0,2
0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,26,20,20,20,25,0,0,16
0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,29,0,0,2,0,0,0,1,0,0,24
0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,9,20,20,18,20,20,20,17,27,28,18
0,0,0,0,9,20,20,19,20,20,10,0,43,39,39,39,39,44,0,0,0,9,20,20,18,0,28,20,17,20,20,10
0,0,0,0,1,0,0,3,0,0,2,0,51,48,41,42,48,52,0,0,0,1,0,0,2,0,0,0,12,0,0,2
43,39,44,20,17,20,20,19,20,20,10,20,20,25,56,57,26,20,20,20,20,25,0,0,26,20,20,20,25,0,0,26
56,55,57,0,1,0,0,3,0,0,2,0,0,1,56,57,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2
56,55,57,20,17,20,20,19,20,20,10,20,20,17,56,57,18,20,20,20,20,17,20,20,18,0,0,0,17,20,20,18
