62,62,64,64,64,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,64,64
63,63,64,64,64,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,64,64
31,31,64,64,64,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,64,64
39,47,74,74,64,39,39,64,39,39,47,64,39,39,39,64,39,39,39,64,47,39,39,64,39,39,39,64,39,39,64,74
3,5,4,5,64,39,47,64,39,39,39,64,47,39,39,64,39,39,39,64,39,39,39,64,39,47,39,64,39,39,64,4
11,13,12,13,74,39,39,74,39,47,39,74,39,39,47,74,39,39,39,74,39,39,47,74,39,39,39,74,47,39,74,12
19,21,49,50,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,5,3,4,5,4,3,4,5,48
27,29,68,69,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,13,11,12,13,12,11,12,13,67
35,37,68,69,66,31,31,66,31,31,31,66,31,31,31,66,31,31,31,66,31,31,31,66,31,31,31,66,31,31,66,67
35,37,68,69,74,47,39,64,47,39,39,64,39,39,39,64,39,47,39,64,39,39,39,64,39,47,39,74,39,39,64,67
43,45,68,69,25,39,39,64,39,39,39,64,39,39,47,64,39,39,39,64,39,47,39,64,39,39,39,25,39,39,64,67
51,53,76,77,33,55,55,74,55,55,55,74,55,55,55,74,55,55,55,74,55,55,55,74,55,55,55,33,55,55,74,75
3,5,4,3,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4
11,13,12,11,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12
48,50,48,50,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28
