62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64
63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64
31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64
39,39,47,74,39,47,39,74,47,39,39,74,39,47,47,74,39,39,39,74,39,47,39,74,39,39,39,74,47,39,39,74
3,4,5,66,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,66
11,12,13,74,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,74
19,20,21,50,19,20,21,49,19,20,21,49,19,20,21,50,54,54,54,54,54,54,54,48,19,20,21,49,19,20,21,48
27,28,29,69,27,28,29,68,27,28,29,68,27,28,29,69,8,9,9,17,9,9,10,67,27,28,29,68,27,28,29,67
35,36,37,69,35,36,37,68,35,36,37,68,35,36,37,69,9,17,9,9,9,9,9,67,35,36,37,68,35,36,37,67
35,36,37,69,43,44,45,68,43,44,45,68,43,44,45,69,30,2,2,2,2,58,25,67,43,44,45,68,43,44,45,67
43,44,45,69,51,52,53,76,51,52,53,76,51,52,53,77,38,8,17,9,9,10,33,75,51,52,53,76,51,73,53,67
51,73,53,77,3,4,5,4,3,4,5,4,3,4,5,5,38,9,9,9,17,17,10,3,3,4,5,4,3,4,5,75
3,4,5,5,56,65,57,58,56,65,57,58,56,65,57,58,38,66,66,70,71,70,71,58,56,65,57,72,56,65,57,3
11,12,13,13,11,12,13,12,11,12,13,12,11,12,13,13,46,74,74,78,79,78,79,11,11,12,13,12,11,12,13,11
48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,59,60,61,28,59,60,61,28,48,49,50,28,48,49,50,28
