62,62,64,62,64,62,64,66,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,66,64,62,64,62,64,62,62,64
63,63,64,63,64,63,64,74,39,47,39,39,39,39,39,39,39,39,39,47,39,39,39,74,64,63,64,63,64,63,63,64
31,31,64,31,64,31,64,66,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,66,64,31,64,31,64,31,31,64
39,39,74,39,74,39,74,74,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,74,74,39,74,39,74,47,39,74
3,4,4,4,4,4,5,19,20,20,20,20,20,20,21,49,19,20,20,20,20,20,20,21,3,4,4,4,4,4,5,4
11,12,12,12,12,12,13,16,0,0,0,0,0,0,18,68,16,0,0,0,0,0,0,18,11,12,12,12,12,12,13,12
19,20,20,20,20,20,21,24,0,0,0,0,0,0,26,68,24,0,0,0,0,0,0,26,19,20,20,20,20,20,21,49
16,0,0,0,0,0,18,24,0,0,0,0,0,0,26,68,24,0,0,0,0,0,0,26,16,0,0,0,0,0,18,68
24,0,0,0,0,0,26,24,0,0,0,0,0,0,26,68,24,0,0,0,0,0,0,26,24,0,0,0,0,0,26,68
24,0,0,0,0,0,26,24,0,0,0,0,0,0,26,68,24,0,0,0,0,0,0,26,24,0,0,0,0,0,26,68
32,0,0,0,0,0,34,32,0,0,0,0,0,0,34,68,32,0,0,0,0,0,0,34,32,0,0,0,0,0,34,68
40,41,41,41,41,41,42,40,41,41,41,41,41,41,42,76,40,41,41,41,41,41,41,42,40,41,41,41,41,41,42,76
3,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,4
11,12,12,12,12,12,13,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,12,12,12,12,12,13,12
48,49,49,49,49,49,50,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,48,49,49,49,49,49,50,28
