56,55,55,55,55,55,57,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57
51,48,48,58,48,48,52,56,42,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,52
0,0,0,5,0,0,0,56,57,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,56,57,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,52,20,20,20,17,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,8,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,43,44,22,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,9,20,20,20,20,10,0,0,0,56,57,32,33,33,34,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,59,60,59,60,59,60,56,57,20,17,18,10,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,61,62,61,62,61,62,56,57,47,1,2,2,0,0,0,0,0
43,39,39,39,40,38,39,40,36,35,37,35,35,38,39,39,39,39,39,39,44,56,50,40,36,38,39,39,39,39,39,44
56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57,56,55,55,55,55,55,55,55,55,55,57
56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57,56,55,55,55,55,55,55,55,55,55,57
