62,62,62,64,70,71,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,70,71,64
63,63,63,64,78,79,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,78,79,64
31,31,31,64,70,71,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,64,70,71,70,71,64
39,39,39,74,78,79,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,64,78,79,78,79,74
3,4,5,66,31,31,31,31,74,31,31,74,31,31,74,31,31,74,31,31,74,31,31,74,31,31,74,8,9,17,10,66
11,12,13,64,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,64
19,20,21,74,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,56,65,57,11,12,13,11,12,13,74
27,28,29,49,19,20,21,19,20,21,19,20,21,19,20,21,19,20,21,19,20,21,30,30,30,19,20,21,19,20,21,49
35,36,37,68,27,28,29,27,28,29,27,28,29,27,28,29,27,28,29,27,28,29,38,46,38,27,28,29,27,28,29,68
35,36,37,68,35,36,37,35,36,37,35,36,37,35,36,37,35,36,37,35,36,37,38,58,38,35,36,37,35,36,37,68
43,44,45,68,43,44,45,43,44,45,43,44,45,43,44,45,43,44,45,43,44,45,38,25,38,43,44,45,43,44,45,68
51,73,53,76,51,52,53,51,52,53,51,52,53,51,73,53,51,52,53,51,73,53,46,33,46,51,52,53,51,52,53,76
3,4,5,4,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,56,65,57,3,4,5,3,4,5,4
11,12,13,12,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,11,12,13,12
48,49,50,28,48,49,50,48,49,50,48,49,50,48,49,50,48,49,50,48,49,50,48,49,50,48,49,50,48,49,50,28
