56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,45,46,45,46,55,55,55,55,55,55,55,55,55,55,55,57
51,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,53,54,53,54,48,48,48,48,48,48,48,48,48,48,48,52
0,0,0,0,0,1,0,0,2,8,0,0,0,3,2,0,1,0,0,0,8,0,1,0,0,0,9,20,10,0,2,0
0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,9,20,20,20,20,20,25,0,0,0,1,0,2,0,2,0
0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0
0,0,0,0,0,9,20,20,10,0,0,0,0,3,26,20,25,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0
0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,1,0,0,0,0,0,9,20,20,20,25,0,2,0,2,0
0,0,0,0,0,1,0,0,2,0,0,32,33,33,33,33,33,34,0,0,0,0,1,0,0,0,1,0,26,20,10,0
0,0,0,0,0,1,0,0,2,0,0,0,11,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0
0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,0,11,0,0,0,0,0,1,0,0,32,33,33,33,33,34,0
0,0,0,0,32,33,33,33,34,20,20,20,19,20,17,20,19,20,20,20,20,20,25,0,0,1,0,3,3,0,1,0
0,0,0,0,26,19,20,19,10,0,0,0,3,0,1,0,3,0,0,0,0,32,34,20,20,17,20,19,19,20,17,20
43,39,44,0,2,11,0,3,2,0,0,0,3,0,1,0,11,0,0,0,0,1,3,0,0,1,0,3,3,0,1,0
56,55,57,0,2,3,0,11,2,0,0,0,32,33,33,33,33,34,0,0,0,1,11,0,0,1,0,3,11,0,1,0
56,55,57,0,26,19,20,19,10,0,0,0,0,0,3,11,0,0,0,0,0,1,3,0,0,1,0,11,3,0,1,0
