62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64,62,62,62,64
63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64,63,63,63,64
31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64,31,31,31,64
39,39,47,74,39,47,39,74,39,39,39,74,39,39,47,74,39,39,39,74,39,39,39,74,39,39,47,74,47,39,39,74
3,4,5,4,4,4,4,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,5,3,4,5,4,3,4,5,4
11,12,13,12,12,12,12,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,13,11,12,13,12,11,12,13,12
19,20,21,50,48,49,50,48,19,20,21,49,19,20,21,49,19,20,21,49,19,20,21,49,19,20,21,49,19,20,21,49
27,28,29,69,67,68,69,67,27,28,29,68,27,28,29,68,27,28,29,68,27,28,29,68,27,28,29,68,27,28,29,68
35,36,37,69,75,76,77,67,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68
35,36,37,69,66,6,7,67,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68,35,36,37,68
43,44,45,69,64,14,15,67,43,44,45,68,43,44,45,68,43,44,45,68,43,44,45,68,43,44,45,68,43,44,45,68
51,73,53,77,74,22,23,75,51,52,53,76,51,52,53,76,51,52,53,76,51,73,53,76,51,52,53,76,51,52,53,76
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4
11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12
48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28
