62,62,62,64,62,62,62,62,67,69,62,62,62,62,67,69,62,62,62,62,67,69,62,62,62,62,64,64,62,62,62,64
63,63,63,64,63,63,63,63,67,69,63,63,63,63,67,69,63,63,63,63,67,69,63,63,63,63,64,64,63,63,63,64
31,31,31,64,31,31,31,31,67,69,31,31,31,31,67,69,31,31,31,31,67,69,31,31,31,31,64,64,31,31,31,64
39,39,47,74,39,47,39,39,75,77,39,39,39,39,75,77,39,39,39,39,75,77,39,39,39,39,74,74,47,39,39,74
3,4,5,4,4,4,4,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,5,3,4,5,4,3,4,5,4
11,12,13,12,12,12,12,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,13,11,12,66,12,11,12,13,12
19,20,21,50,30,48,50,30,48,50,30,48,50,30,48,50,30,48,50,30,48,50,30,48,50,30,64,48,19,20,21,49
27,28,29,69,38,67,69,38,67,69,38,67,69,38,67,69,38,67,69,38,67,69,38,67,69,38,74,67,27,28,29,68
35,36,37,69,38,75,77,38,67,69,38,75,77,38,67,69,38,75,77,38,67,69,38,75,77,38,58,67,35,36,37,68
35,36,37,69,38,6,7,38,67,69,38,6,7,38,67,69,38,6,7,38,67,69,38,6,7,38,58,67,35,36,37,68
43,44,45,69,38,14,15,38,67,69,38,14,15,38,67,69,38,14,15,46,67,69,38,14,15,38,25,67,43,44,45,68
51,73,53,77,46,22,23,46,75,77,46,22,23,46,75,77,46,22,23,72,75,77,46,22,23,46,33,75,51,73,53,76
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4
11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12,11,12,13,12
48,49,50,28,48,49,50,28,48,49,50,8,17,9,9,10,48,49,50,28,48,49,50,28,48,49,50,28,48,49,50,28
